tick,ts,pid,name,wsMB,privMB,cpuPct,gpuPct
6,2026-09-04T23:53:52.715,30312,msedgewebview2.exe,119.4,35.9,0,0
6,2026-09-04T23:53:52.715,30132,msedgewebview2.exe,12.8,3,0,0
6,2026-09-04T23:53:52.715,25844,msedgewebview2.exe,122.1,118.2,0.1,3
6,2026-09-04T23:53:52.715,25112,msedgewebview2.exe,39.3,12,0,0
6,2026-09-04T23:53:52.715,30040,msedgewebview2.exe,20.2,8.5,0,0
6,2026-09-04T23:53:52.715,2180,msedgewebview2.exe,129.9,77.3,0,0
6,2026-09-04T23:53:52.715,29644,msedgewebview2.exe,23.8,8.8,0,0
6,2026-09-04T23:53:52.715,0,__TOTAL__,506.4,272.6,0.1,3
7,2026-09-04T23:53:53.711,11220,vera-media-manager.exe,38.9,8.9,0,0
7,2026-09-04T23:53:53.711,30312,msedgewebview2.exe,119.4,35.9,0,0
7,2026-09-04T23:53:53.711,30132,msedgewebview2.exe,12.8,3,0,0
7,2026-09-04T23:53:53.711,25844,msedgewebview2.exe,122.1,118.2,0.2,3
7,2026-09-04T23:53:53.711,25112,msedgewebview2.exe,39.3,12,0,0
7,2026-09-04T23:53:53.711,30040,msedgewebview2.exe,20.2,8.5,0,0
7,2026-09-04T23:53:53.711,2180,msedgewebview2.exe,129.9,77.3,0,0
7,2026-09-04T23:53:53.711,29644,msedgewebview2.exe,23.8,8.8,0,0
7,2026-09-04T23:53:53.711,0,__TOTAL__,506.4,272.6,0.2,3
8,2026-09-04T23:53:54.715,11220,vera-media-manager.exe,38.9,8.9,0,0
8,2026-09-04T23:53:54.715,30312,msedgewebview2.exe,119.4,35.9,0,0
8,2026-09-04T23:53:54.715,30132,msedgewebview2.exe,12.8,3,0,0
8,2026-09-04T23:53:54.715,25844,msedgewebview2.exe,122.2,118.2,0.29,3
8,2026-09-04T23:53:54.715,25112,msedgewebview2.exe,39.3,12,0,0
8,2026-09-04T23:53:54.715,30040,msedgewebview2.exe,20.2,8.5,0,0
8,2026-09-04T23:53:54.715,2180,msedgewebview2.exe,129.9,77.3,0,0
8,2026-09-04T23:53:54.715,29644,msedgewebview2.exe,23.8,8.8,0,0
8,2026-09-04T23:53:54.715,0,__TOTAL__,506.5,272.6,0.29,3
9,2026-09-04T23:53:55.711,11220,vera-media-manager.exe,38.9,8.9,0,0
9,2026-09-04T23:53:55.711,30312,msedgewebview2.exe,119.4,35.9,0,0
9,2026-09-04T23:53:55.711,30132,msedgewebview2.exe,12.8,3,0,0
9,2026-09-04T23:53:55.711,25844,msedgewebview2.exe,122,118.1,0.78,3
9,2026-09-04T23:53:55.711,25112,msedgewebview2.exe,39.3,12,0,0
9,2026-09-04T23:53:55.711,30040,msedgewebview2.exe,20.2,8.5,0,0
9,2026-09-04T23:53:55.711,2180,msedgewebview2.exe,129.9,77.4,0,0
9,2026-09-04T23:53:55.711,29644,msedgewebview2.exe,23.8,8.8,0,0
9,2026-09-04T23:53:55.711,0,__TOTAL__,506.3,272.6,0.78,3
10,2026-09-04T23:53:56.718,11220,vera-media-manager.exe,38.9,8.9,0,0
10,2026-09-04T23:53:56.718,30312,msedgewebview2.exe,119.4,35.9,0,0
10,2026-09-04T23:53:56.718,30132,msedgewebview2.exe,12.8,3,0,0
10,2026-09-04T23:53:56.718,25844,msedgewebview2.exe,122,118.1,0.87,3
10,2026-09-04T23:53:56.718,25112,msedgewebview2.exe,39.3,12,0,0
10,2026-09-04T23:53:56.718,30040,msedgewebview2.exe,20.2,8.5,0,0
10,2026-09-04T23:53:56.718,2180,msedgewebview2.exe,130.8,78.2,0.1,0
10,2026-09-04T23:53:56.718,29644,msedgewebview2.exe,23.8,8.8,0,0
10,2026-09-04T23:53:56.718,0,__TOTAL__,507.2,273.4,0.97,3
11,2026-09-04T23:53:57.729,11220,vera-media-manager.exe,38.9,8.9,0,0
11,2026-09-04T23:53:57.729,30312,msedgewebview2.exe,119.4,35.9,0,0
11,2026-09-04T23:53:57.729,30132,msedgewebview2.exe,12.8,3,0,0
11,2026-09-04T23:53:57.729,25844,msedgewebview2.exe,122.1,118.2,0.58,3
11,2026-09-04T23:53:57.729,25112,msedgewebview2.exe,39.3,12,0,0
11,2026-09-04T23:53:57.729,30040,msedgewebview2.exe,20.2,8.5,0,0
11,2026-09-04T23:53:57.729,2180,msedgewebview2.exe,131,78.4,0,0
11,2026-09-04T23:53:57.729,29644,msedgewebview2.exe,23.8,8.8,0,0
11,2026-09-04T23:53:57.729,0,__TOTAL__,507.5,273.7,0.58,3
12,2026-09-04T23:53:58.726,11220,vera-media-manager.exe,38.9,8.9,0,0
12,2026-09-04T23:53:58.726,30312,msedgewebview2.exe,119.5,35.9,0,0
12,2026-09-04T23:53:58.726,30132,msedgewebview2.exe,12.8,2.9,0,0
12,2026-09-04T23:53:58.726,25844,msedgewebview2.exe,122.2,118.2,0.59,2
12,2026-09-04T23:53:58.726,25112,msedgewebview2.exe,39.3,12,0,0
12,2026-09-04T23:53:58.726,30040,msedgewebview2.exe,20.2,8.5,0,0
12,2026-09-04T23:53:58.726,2180,msedgewebview2.exe,130.9,78.4,0,0
12,2026-09-04T23:53:58.726,29644,msedgewebview2.exe,23.8,8.8,0,0
12,2026-09-04T23:53:58.726,0,__TOTAL__,507.6,273.6,0.59,2
13,2026-09-04T23:53:59.727,11220,vera-media-manager.exe,38.9,8.9,0.1,0
13,2026-09-04T23:53:59.727,30312,msedgewebview2.exe,119.7,35.9,0.2,0
13,2026-09-04T23:53:59.727,30132,msedgewebview2.exe,12.8,2.9,0,0
13,2026-09-04T23:53:59.727,25844,msedgewebview2.exe,122.2,118.1,0.49,2
13,2026-09-04T23:53:59.727,25112,msedgewebview2.exe,39.3,12,0,0
13,2026-09-04T23:53:59.727,30040,msedgewebview2.exe,20.2,8.5,0,0
13,2026-09-04T23:53:59.727,2180,msedgewebview2.exe,131,78.4,0.2,0
13,2026-09-04T23:53:59.727,29644,msedgewebview2.exe,23.8,8.8,0,0
13,2026-09-04T23:53:59.727,0,__TOTAL__,507.9,273.5,0.99,2
14,2026-09-04T23:54:00.732,11220,vera-media-manager.exe,38.9,8.9,0,0
14,2026-09-04T23:54:00.732,30312,msedgewebview2.exe,119.7,35.9,0,0
14,2026-09-04T23:54:00.732,30132,msedgewebview2.exe,12.8,3,0,0
14,2026-09-04T23:54:00.732,25844,msedgewebview2.exe,122.3,118.2,0.97,2
14,2026-09-04T23:54:00.732,25112,msedgewebview2.exe,39.3,12,0,0
14,2026-09-04T23:54:00.732,30040,msedgewebview2.exe,20.2,8.5,0,0
14,2026-09-04T23:54:00.732,2180,msedgewebview2.exe,131.2,78.6,0.1,0
14,2026-09-04T23:54:00.732,29644,msedgewebview2.exe,23.8,8.8,0,0
14,2026-09-04T23:54:00.732,0,__TOTAL__,508.2,273.9,1.07,2
15,2026-09-04T23:54:01.726,11220,vera-media-manager.exe,38.9,8.9,0,0
15,2026-09-04T23:54:01.726,30312,msedgewebview2.exe,119.7,35.9,0,0
15,2026-09-04T23:54:01.726,30132,msedgewebview2.exe,12.8,3,0,0
15,2026-09-04T23:54:01.726,25844,msedgewebview2.exe,122.3,118.2,0.79,2
15,2026-09-04T23:54:01.726,25112,msedgewebview2.exe,39.3,12,0,0
15,2026-09-04T23:54:01.726,30040,msedgewebview2.exe,20.2,8.5,0,0
15,2026-09-04T23:54:01.726,2180,msedgewebview2.exe,131,78.4,0,0
15,2026-09-04T23:54:01.726,29644,msedgewebview2.exe,23.8,8.8,0,0
15,2026-09-04T23:54:01.726,0,__TOTAL__,508,273.7,0.79,2
16,2026-09-04T23:54:02.729,11220,vera-media-manager.exe,38.9,8.9,0,0
16,2026-09-04T23:54:02.729,30312,msedgewebview2.exe,119.7,35.9,0,0
16,2026-09-04T23:54:02.729,30132,msedgewebview2.exe,12.8,3,0,0
16,2026-09-04T23:54:02.729,25844,msedgewebview2.exe,122.4,118.3,0.39,4
16,2026-09-04T23:54:02.729,25112,msedgewebview2.exe,39.3,12,0,0
16,2026-09-04T23:54:02.729,30040,msedgewebview2.exe,20.2,8.5,0,0
16,2026-09-04T23:54:02.729,2180,msedgewebview2.exe,131,78.4,0.39,0
16,2026-09-04T23:54:02.729,29644,msedgewebview2.exe,23.8,8.8,0,0
16,2026-09-04T23:54:02.729,0,__TOTAL__,508.1,273.8,0.78,4
17,2026-09-04T23:54:03.727,11220,vera-media-manager.exe,38.9,8.9,0,0
17,2026-09-04T23:54:03.727,30312,msedgewebview2.exe,119.7,35.9,0,0
17,2026-09-04T23:54:03.727,30132,msedgewebview2.exe,12.8,3,0,0
17,2026-09-04T23:54:03.727,25844,msedgewebview2.exe,122.2,118.1,0.88,4
17,2026-09-04T23:54:03.727,25112,msedgewebview2.exe,39.3,12,0,0
17,2026-09-04T23:54:03.727,30040,msedgewebview2.exe,20.2,8.5,0,0
17,2026-09-04T23:54:03.727,2180,msedgewebview2.exe,131,78.4,0.59,0
17,2026-09-04T23:54:03.727,29644,msedgewebview2.exe,23.8,8.8,0,0
17,2026-09-04T23:54:03.727,0,__TOTAL__,507.9,273.6,1.47,4
18,2026-09-04T23:54:04.732,11220,vera-media-manager.exe,38.9,8.9,0,0
18,2026-09-04T23:54:04.732,30312,msedgewebview2.exe,119.7,35.9,0,0
18,2026-09-04T23:54:04.732,30132,msedgewebview2.exe,12.8,3,0,0
18,2026-09-04T23:54:04.732,25844,msedgewebview2.exe,122.3,118.1,0.19,3
18,2026-09-04T23:54:04.732,25112,msedgewebview2.exe,39.3,12,0,0
18,2026-09-04T23:54:04.732,30040,msedgewebview2.exe,20.2,8.5,0,0
18,2026-09-04T23:54:04.732,2180,msedgewebview2.exe,131,78.4,0,0
18,2026-09-04T23:54:04.732,29644,msedgewebview2.exe,23.8,8.8,0,0
18,2026-09-04T23:54:04.732,0,__TOTAL__,508,273.6,0.19,3
19,2026-09-04T23:54:05.729,11220,vera-media-manager.exe,38.9,8.9,0,0
19,2026-09-04T23:54:05.729,30312,msedgewebview2.exe,119.8,35.9,0,0
19,2026-09-04T23:54:05.729,30132,msedgewebview2.exe,12.8,3,0,0
19,2026-09-04T23:54:05.729,25844,msedgewebview2.exe,122.3,118.1,0,2
19,2026-09-04T23:54:05.729,25112,msedgewebview2.exe,39.3,12,0,0
19,2026-09-04T23:54:05.729,30040,msedgewebview2.exe,20.2,8.5,0,0
19,2026-09-04T23:54:05.729,2180,msedgewebview2.exe,130.9,78.3,0,0
19,2026-09-04T23:54:05.729,29644,msedgewebview2.exe,23.8,8.8,0,0
19,2026-09-04T23:54:05.729,0,__TOTAL__,508,273.5,0,2
20,2026-09-04T23:54:06.736,11220,vera-media-manager.exe,38.9,8.9,0,0
20,2026-09-04T23:54:06.736,30312,msedgewebview2.exe,119.8,35.9,0,0
20,2026-09-04T23:54:06.736,30132,msedgewebview2.exe,12.8,3,0,0
20,2026-09-04T23:54:06.736,25844,msedgewebview2.exe,122.3,118.1,0,3
20,2026-09-04T23:54:06.736,25112,msedgewebview2.exe,39.3,12,0,0
20,2026-09-04T23:54:06.736,30040,msedgewebview2.exe,20.2,8.5,0,0
20,2026-09-04T23:54:06.736,2180,msedgewebview2.exe,130.9,78.3,0,0
20,2026-09-04T23:54:06.736,29644,msedgewebview2.exe,23.8,8.8,0,0
20,2026-09-04T23:54:06.736,0,__TOTAL__,508,273.5,0,3
21,2026-09-04T23:54:07.745,11220,vera-media-manager.exe,38.9,8.9,0,0
21,2026-09-04T23:54:07.745,30312,msedgewebview2.exe,119.8,35.9,0,0
21,2026-09-04T23:54:07.745,30132,msedgewebview2.exe,12.8,3,0,0
21,2026-09-04T23:54:07.745,25844,msedgewebview2.exe,137.3,133.3,0,2
21,2026-09-04T23:54:07.745,25112,msedgewebview2.exe,39.3,12,0,0
21,2026-09-04T23:54:07.745,30040,msedgewebview2.exe,20.2,8.5,0,0
21,2026-09-04T23:54:07.745,2180,msedgewebview2.exe,129.5,77,0,0
21,2026-09-04T23:54:07.745,29644,msedgewebview2.exe,23.8,8.8,0,0
21,2026-09-04T23:54:07.745,0,__TOTAL__,521.6,287.4,0,2
22,2026-09-04T23:54:08.745,11220,vera-media-manager.exe,38.9,8.9,0,0
22,2026-09-04T23:54:08.745,30312,msedgewebview2.exe,119.8,35.9,0,0
22,2026-09-04T23:54:08.745,30132,msedgewebview2.exe,12.8,3,0,0
22,2026-09-04T23:54:08.745,25844,msedgewebview2.exe,137.3,133.2,0,3
22,2026-09-04T23:54:08.745,25112,msedgewebview2.exe,39.3,12,0,0
22,2026-09-04T23:54:08.745,30040,msedgewebview2.exe,20.2,8.5,0,0
22,2026-09-04T23:54:08.745,2180,msedgewebview2.exe,129.3,76.7,0,0
22,2026-09-04T23:54:08.745,29644,msedgewebview2.exe,23.8,8.8,0,0
22,2026-09-04T23:54:08.745,0,__TOTAL__,521.4,287,0,3
23,2026-09-04T23:54:09.746,11220,vera-media-manager.exe,38.9,8.9,0,0
23,2026-09-04T23:54:09.746,30312,msedgewebview2.exe,119.8,35.9,0,0
23,2026-09-04T23:54:09.746,30132,msedgewebview2.exe,12.8,3,0,0
23,2026-09-04T23:54:09.746,25844,msedgewebview2.exe,137.3,133.2,0.1,2
23,2026-09-04T23:54:09.746,25112,msedgewebview2.exe,39.3,12,0,0
23,2026-09-04T23:54:09.746,30040,msedgewebview2.exe,20.2,8.5,0,0
23,2026-09-04T23:54:09.746,2180,msedgewebview2.exe,129.4,76.8,0,0
23,2026-09-04T23:54:09.746,29644,msedgewebview2.exe,23.8,8.8,0,0
23,2026-09-04T23:54:09.746,0,__TOTAL__,521.5,287.1,0.1,2
24,2026-09-04T23:54:10.745,11220,vera-media-manager.exe,38.9,8.9,0,0
24,2026-09-04T23:54:10.745,30312,msedgewebview2.exe,119.8,35.9,0,0
24,2026-09-04T23:54:10.745,30132,msedgewebview2.exe,12.8,3,0,0
24,2026-09-04T23:54:10.745,25844,msedgewebview2.exe,137.3,133.2,0.2,2
24,2026-09-04T23:54:10.745,25112,msedgewebview2.exe,39.3,12,0,0
24,2026-09-04T23:54:10.745,30040,msedgewebview2.exe,20.2,8.5,0,0
24,2026-09-04T23:54:10.745,2180,msedgewebview2.exe,129.3,76.8,0,0
24,2026-09-04T23:54:10.745,29644,msedgewebview2.exe,23.8,8.8,0,0
24,2026-09-04T23:54:10.745,0,__TOTAL__,521.4,287.1,0.2,2
25,2026-09-04T23:54:11.742,11220,vera-media-manager.exe,38.9,8.9,0,0
25,2026-09-04T23:54:11.742,30312,msedgewebview2.exe,119.8,35.9,0,0
25,2026-09-04T23:54:11.742,30132,msedgewebview2.exe,12.8,3,0,0
25,2026-09-04T23:54:11.742,25844,msedgewebview2.exe,137.2,133.1,0.2,2
25,2026-09-04T23:54:11.742,25112,msedgewebview2.exe,39.3,12,0,0
25,2026-09-04T23:54:11.742,30040,msedgewebview2.exe,20.2,8.5,0,0
25,2026-09-04T23:54:11.742,2180,msedgewebview2.exe,129.6,77,0,0
25,2026-09-04T23:54:11.742,29644,msedgewebview2.exe,23.8,8.8,0,0
25,2026-09-04T23:54:11.742,0,__TOTAL__,521.6,287.2,0.2,2
26,2026-09-04T23:54:12.753,11220,vera-media-manager.exe,38.9,8.8,0,0
26,2026-09-04T23:54:12.753,30312,msedgewebview2.exe,119.7,35.8,0,0
26,2026-09-04T23:54:12.753,30132,msedgewebview2.exe,12.8,2.9,0,0
26,2026-09-04T23:54:12.753,25844,msedgewebview2.exe,137.2,133.1,0,2
26,2026-09-04T23:54:12.753,25112,msedgewebview2.exe,39.3,11.9,0,0
26,2026-09-04T23:54:12.753,30040,msedgewebview2.exe,20.2,8.5,0,0
26,2026-09-04T23:54:12.753,2180,msedgewebview2.exe,129.6,77,0,0
26,2026-09-04T23:54:12.753,29644,msedgewebview2.exe,23.8,8.8,0,0
26,2026-09-04T23:54:12.753,0,__TOTAL__,521.5,286.8,0,2
27,2026-09-04T23:54:13.762,11220,vera-media-manager.exe,38.9,8.8,0,0
27,2026-09-04T23:54:13.762,30312,msedgewebview2.exe,119.7,35.8,0,0
27,2026-09-04T23:54:13.762,30132,msedgewebview2.exe,12.8,2.9,0,0
27,2026-09-04T23:54:13.762,25844,msedgewebview2.exe,137.2,133.1,0.19,2
27,2026-09-04T23:54:13.762,25112,msedgewebview2.exe,39.3,11.9,0,0
27,2026-09-04T23:54:13.762,30040,msedgewebview2.exe,20.2,8.5,0,0
27,2026-09-04T23:54:13.762,2180,msedgewebview2.exe,129.7,77.1,0,0
27,2026-09-04T23:54:13.762,29644,msedgewebview2.exe,23.8,8.6,0,0
27,2026-09-04T23:54:13.762,0,__TOTAL__,521.6,286.7,0.19,2
28,2026-09-04T23:54:14.761,11220,vera-media-manager.exe,38.9,8.8,0,0
28,2026-09-04T23:54:14.761,30312,msedgewebview2.exe,119.7,35.8,0,0
28,2026-09-04T23:54:14.761,30132,msedgewebview2.exe,12.8,2.9,0,0
28,2026-09-04T23:54:14.761,25844,msedgewebview2.exe,122.2,118.1,0.2,3
28,2026-09-04T23:54:14.761,25112,msedgewebview2.exe,39.3,11.9,0,0
28,2026-09-04T23:54:14.761,30040,msedgewebview2.exe,20.2,8.5,0,0
28,2026-09-04T23:54:14.761,2180,msedgewebview2.exe,129.7,77.1,0,0
28,2026-09-04T23:54:14.761,29644,msedgewebview2.exe,23.8,8.6,0,0
28,2026-09-04T23:54:14.761,0,__TOTAL__,506.6,271.7,0.2,3
29,2026-09-04T23:54:15.762,11220,vera-media-manager.exe,38.9,8.8,0,0
29,2026-09-04T23:54:15.762,30312,msedgewebview2.exe,119.7,35.8,0,0
29,2026-09-04T23:54:15.762,30132,msedgewebview2.exe,12.8,2.9,0,0
29,2026-09-04T23:54:15.762,25844,msedgewebview2.exe,122.2,118,0.78,2
29,2026-09-04T23:54:15.762,25112,msedgewebview2.exe,39.3,11.9,0,0
29,2026-09-04T23:54:15.762,30040,msedgewebview2.exe,20.2,8.5,0,0
29,2026-09-04T23:54:15.762,2180,msedgewebview2.exe,130,77.5,0,0
29,2026-09-04T23:54:15.762,29644,msedgewebview2.exe,23.8,8.6,0,0
29,2026-09-04T23:54:15.762,0,__TOTAL__,506.9,272,0.78,2
30,2026-09-04T23:54:16.769,11220,vera-media-manager.exe,38.9,8.8,0,0
30,2026-09-04T23:54:16.769,30312,msedgewebview2.exe,119.7,35.8,0,0
30,2026-09-04T23:54:16.769,30132,msedgewebview2.exe,12.8,2.9,0,0
30,2026-09-04T23:54:16.769,25844,msedgewebview2.exe,122.2,118,0.58,2
30,2026-09-04T23:54:16.769,25112,msedgewebview2.exe,39.3,11.9,0,0
30,2026-09-04T23:54:16.769,30040,msedgewebview2.exe,20.2,8.5,0,0
30,2026-09-04T23:54:16.769,2180,msedgewebview2.exe,129.8,77.2,0,0
30,2026-09-04T23:54:16.769,29644,msedgewebview2.exe,23.8,8.6,0,0
30,2026-09-04T23:54:16.769,0,__TOTAL__,506.7,271.7,0.58,2
31,2026-09-04T23:54:17.759,11220,vera-media-manager.exe,38.9,8.8,0,0
31,2026-09-04T23:54:17.759,30312,msedgewebview2.exe,119.7,35.8,0,0
31,2026-09-04T23:54:17.759,30132,msedgewebview2.exe,12.8,2.9,0,0
31,2026-09-04T23:54:17.759,25844,msedgewebview2.exe,122.3,118.2,0.69,3
31,2026-09-04T23:54:17.759,25112,msedgewebview2.exe,39.3,11.9,0,0
31,2026-09-04T23:54:17.759,30040,msedgewebview2.exe,20.2,8.5,0,0
31,2026-09-04T23:54:17.759,2180,msedgewebview2.exe,129.8,77.3,0,0
31,2026-09-04T23:54:17.759,29644,msedgewebview2.exe,23.8,8.6,0,0
31,2026-09-04T23:54:17.759,0,__TOTAL__,506.8,272,0.69,3
32,2026-09-04T23:54:18.760,11220,vera-media-manager.exe,38.9,8.8,0,0
32,2026-09-04T23:54:18.760,30312,msedgewebview2.exe,119.7,35.8,0,0
32,2026-09-04T23:54:18.760,30132,msedgewebview2.exe,12.8,2.9,0,0
32,2026-09-04T23:54:18.760,25844,msedgewebview2.exe,122.3,118.2,0.59,3
32,2026-09-04T23:54:18.760,25112,msedgewebview2.exe,39.3,11.9,0,0
32,2026-09-04T23:54:18.760,30040,msedgewebview2.exe,20.2,8.5,0,0
32,2026-09-04T23:54:18.760,2180,msedgewebview2.exe,129.9,77.3,0,0
32,2026-09-04T23:54:18.760,29644,msedgewebview2.exe,23.8,8.6,0,0
32,2026-09-04T23:54:18.760,0,__TOTAL__,506.9,272,0.59,3
33,2026-09-04T23:54:19.763,11220,vera-media-manager.exe,38.9,8.8,0,0
33,2026-09-04T23:54:19.763,30312,msedgewebview2.exe,119.7,35.8,0,0
33,2026-09-04T23:54:19.763,30132,msedgewebview2.exe,12.8,2.9,0,0
33,2026-09-04T23:54:19.763,25844,msedgewebview2.exe,122.1,118,0.39,2
33,2026-09-04T23:54:19.763,25112,msedgewebview2.exe,39.3,11.9,0,0
33,2026-09-04T23:54:19.763,30040,msedgewebview2.exe,20.2,8.5,0,0
33,2026-09-04T23:54:19.763,2180,msedgewebview2.exe,129.9,77.3,0.1,0
33,2026-09-04T23:54:19.763,29644,msedgewebview2.exe,23.8,8.6,0,0
33,2026-09-04T23:54:19.763,0,__TOTAL__,506.7,271.8,0.49,2
34,2026-09-04T23:54:20.758,11220,vera-media-manager.exe,38.9,8.8,0,0
34,2026-09-04T23:54:20.758,30312,msedgewebview2.exe,119.7,35.8,0,0
34,2026-09-04T23:54:20.758,30132,msedgewebview2.exe,12.8,2.9,0,0
34,2026-09-04T23:54:20.758,25844,msedgewebview2.exe,122.2,118,0.88,3
34,2026-09-04T23:54:20.758,25112,msedgewebview2.exe,39.3,11.9,0,0
34,2026-09-04T23:54:20.758,30040,msedgewebview2.exe,20.2,8.5,0,0
34,2026-09-04T23:54:20.758,2180,msedgewebview2.exe,130.1,77.5,0.2,0
34,2026-09-04T23:54:20.758,29644,msedgewebview2.exe,23.8,8.6,0,0
34,2026-09-04T23:54:20.758,0,__TOTAL__,507,272,1.08,3
35,2026-09-04T23:54:21.759,11220,vera-media-manager.exe,38.9,8.8,0,0
35,2026-09-04T23:54:21.759,30312,msedgewebview2.exe,119.7,35.8,0,0
35,2026-09-04T23:54:21.759,30132,msedgewebview2.exe,12.8,2.9,0,0
35,2026-09-04T23:54:21.759,25844,msedgewebview2.exe,122.2,118.1,1.17,3
35,2026-09-04T23:54:21.759,25112,msedgewebview2.exe,39.3,11.9,0,0
35,2026-09-04T23:54:21.759,30040,msedgewebview2.exe,20.2,8.5,0,0
35,2026-09-04T23:54:21.759,2180,msedgewebview2.exe,130.9,78.3,0.1,0
35,2026-09-04T23:54:21.759,29644,msedgewebview2.exe,23.8,8.6,0,0
35,2026-09-04T23:54:21.759,0,__TOTAL__,507.8,272.9,1.27,3
36,2026-09-04T23:54:22.756,11220,vera-media-manager.exe,38.9,8.8,0,0
36,2026-09-04T23:54:22.756,30312,msedgewebview2.exe,119.7,35.8,0,0
36,2026-09-04T23:54:22.756,30132,msedgewebview2.exe,12.8,2.9,0,0
36,2026-09-04T23:54:22.756,25844,msedgewebview2.exe,122.3,118.1,1.17,3
36,2026-09-04T23:54:22.756,25112,msedgewebview2.exe,39.3,11.9,0,0
36,2026-09-04T23:54:22.756,30040,msedgewebview2.exe,20.2,8.5,0,0
36,2026-09-04T23:54:22.756,2180,msedgewebview2.exe,130.9,78.4,0.29,0
36,2026-09-04T23:54:22.756,29644,msedgewebview2.exe,23.8,8.6,0,0
36,2026-09-04T23:54:22.756,0,__TOTAL__,507.9,273,1.46,3
37,2026-09-04T23:54:23.764,11220,vera-media-manager.exe,38.9,8.8,0,0
37,2026-09-04T23:54:23.764,30312,msedgewebview2.exe,119.7,35.8,0,0
37,2026-09-04T23:54:23.764,30132,msedgewebview2.exe,12.8,2.9,0,0
37,2026-09-04T23:54:23.764,25844,msedgewebview2.exe,122.2,118.1,0.58,2
