tick,ts,pid,name,wsMB,privMB,cpuPct,gpuPct
23,2026-09-04T23:45:38.017,28744,wallpaper64.exe,140.4,185.1,0.2,3
23,2026-09-04T23:45:38.017,0,__TOTAL__,140.4,185.1,0.2,3
24,2026-09-04T23:45:39.031,28744,wallpaper64.exe,140.4,185.1,0.87,3
24,2026-09-04T23:45:39.031,0,__TOTAL__,140.4,185.1,0.87,3
25,2026-09-04T23:45:40.034,28744,wallpaper64.exe,139.9,185.2,0,3
25,2026-09-04T23:45:40.034,0,__TOTAL__,139.9,185.2,0,3
26,2026-09-04T23:45:41.034,28744,wallpaper64.exe,140.9,186,0.1,3
26,2026-09-04T23:45:41.034,0,__TOTAL__,140.9,186,0.1,3
27,2026-09-04T23:45:42.031,28744,wallpaper64.exe,140.9,186,0.1,3
27,2026-09-04T23:45:42.031,0,__TOTAL__,140.9,186,0.1,3
28,2026-09-04T23:45:43.026,28744,wallpaper64.exe,139.2,183.9,0.1,3
28,2026-09-04T23:45:43.026,0,__TOTAL__,139.2,183.9,0.1,3
29,2026-09-04T23:45:44.034,28744,wallpaper64.exe,139.2,183.9,0.1,3
29,2026-09-04T23:45:44.034,0,__TOTAL__,139.2,183.9,0.1,3
30,2026-09-04T23:45:45.041,28744,wallpaper64.exe,141.6,186.3,0.49,8
30,2026-09-04T23:45:45.041,0,__TOTAL__,141.6,186.3,0.49,8
31,2026-09-04T23:45:46.035,28744,wallpaper64.exe,141.6,186.3,0,3
31,2026-09-04T23:45:46.035,0,__TOTAL__,141.6,186.3,0,3
32,2026-09-04T23:45:47.031,28744,wallpaper64.exe,141.6,186.3,0.69,3
32,2026-09-04T23:45:47.031,0,__TOTAL__,141.6,186.3,0.69,3
33,2026-09-04T23:45:48.049,28744,wallpaper64.exe,139.9,184.6,1.34,3
33,2026-09-04T23:45:48.049,0,__TOTAL__,139.9,184.6,1.34,3
34,2026-09-04T23:45:49.043,28744,wallpaper64.exe,139.9,185,0.2,3
34,2026-09-04T23:45:49.043,0,__TOTAL__,139.9,185,0.2,3
35,2026-09-04T23:45:50.047,28744,wallpaper64.exe,141.9,186.6,0.39,3
35,2026-09-04T23:45:50.047,0,__TOTAL__,141.9,186.6,0.39,3
36,2026-09-04T23:45:51.042,28744,wallpaper64.exe,141.9,186.5,0,3
36,2026-09-04T23:45:51.042,0,__TOTAL__,141.9,186.5,0,3
37,2026-09-04T23:45:52.047,28744,wallpaper64.exe,141.9,186.5,0.88,3
37,2026-09-04T23:45:52.047,0,__TOTAL__,141.9,186.5,0.88,3
38,2026-09-04T23:45:53.044,28744,wallpaper64.exe,140,184.9,0.49,3
38,2026-09-04T23:45:53.044,0,__TOTAL__,140,184.9,0.49,3
39,2026-09-04T23:45:54.045,28744,wallpaper64.exe,140,185.4,0.78,3
39,2026-09-04T23:45:54.045,0,__TOTAL__,140,185.4,0.78,3
40,2026-09-04T23:45:55.048,28744,wallpaper64.exe,142.1,187,0.1,3
40,2026-09-04T23:45:55.048,0,__TOTAL__,142.1,187,0.1,3
41,2026-09-04T23:45:56.051,28744,wallpaper64.exe,142.1,187,0.1,3
41,2026-09-04T23:45:56.051,0,__TOTAL__,142.1,187,0.1,3
42,2026-09-04T23:45:57.038,28744,wallpaper64.exe,142.1,187,0.3,3
42,2026-09-04T23:45:57.038,0,__TOTAL__,142.1,187,0.3,3
43,2026-09-04T23:45:58.046,28744,wallpaper64.exe,142.1,187,0.87,3
43,2026-09-04T23:45:58.046,0,__TOTAL__,142.1,187,0.87,3
44,2026-09-04T23:45:59.050,28744,wallpaper64.exe,140.4,185.1,0.78,3
44,2026-09-04T23:45:59.050,0,__TOTAL__,140.4,185.1,0.78,3
45,2026-09-04T23:46:00.044,28744,wallpaper64.exe,142.3,187.1,0.2,3
45,2026-09-04T23:46:00.044,0,__TOTAL__,142.3,187.1,0.2,3
46,2026-09-04T23:46:01.049,28744,wallpaper64.exe,142.3,187.1,0.29,3
46,2026-09-04T23:46:01.049,0,__TOTAL__,142.3,187.1,0.29,3
47,2026-09-04T23:46:02.059,28744,wallpaper64.exe,142.3,187.1,0.19,3
47,2026-09-04T23:46:02.059,0,__TOTAL__,142.3,187.1,0.19,3
48,2026-09-04T23:46:03.053,28744,wallpaper64.exe,140.4,185.1,0.39,3
48,2026-09-04T23:46:03.053,0,__TOTAL__,140.4,185.1,0.39,3
49,2026-09-04T23:46:04.068,28744,wallpaper64.exe,140.4,185.1,0.48,3
49,2026-09-04T23:46:04.068,0,__TOTAL__,140.4,185.1,0.48,3
50,2026-09-04T23:46:05.061,28744,wallpaper64.exe,139.9,185.2,1.28,3
50,2026-09-04T23:46:05.061,0,__TOTAL__,139.9,185.2,1.28,3
51,2026-09-04T23:46:06.065,28744,wallpaper64.exe,140.9,186,0.49,3
51,2026-09-04T23:46:06.065,0,__TOTAL__,140.9,186,0.49,3
52,2026-09-04T23:46:07.065,28744,wallpaper64.exe,140.9,186,0,3
52,2026-09-04T23:46:07.065,0,__TOTAL__,140.9,186,0,3
53,2026-09-04T23:46:08.060,28744,wallpaper64.exe,139.2,183.9,0.39,3
53,2026-09-04T23:46:08.060,0,__TOTAL__,139.2,183.9,0.39,3
54,2026-09-04T23:46:09.067,28744,wallpaper64.exe,139.2,183.9,0.1,3
54,2026-09-04T23:46:09.067,0,__TOTAL__,139.2,183.9,0.1,3
55,2026-09-04T23:46:10.070,28744,wallpaper64.exe,141.6,186.3,0.39,3
55,2026-09-04T23:46:10.070,0,__TOTAL__,141.6,186.3,0.39,3
56,2026-09-04T23:46:11.063,28744,wallpaper64.exe,141.6,186.3,0,3
56,2026-09-04T23:46:11.063,0,__TOTAL__,141.6,186.3,0,3
57,2026-09-04T23:46:12.081,28744,wallpaper64.exe,141.6,186.3,0.1,3
57,2026-09-04T23:46:12.081,0,__TOTAL__,141.6,186.3,0.1,3
58,2026-09-04T23:46:13.079,28744,wallpaper64.exe,139.9,184.5,0.59,3
58,2026-09-04T23:46:13.079,0,__TOTAL__,139.9,184.5,0.59,3
59,2026-09-04T23:46:14.081,28744,wallpaper64.exe,139.9,185,1.07,3
59,2026-09-04T23:46:14.081,0,__TOTAL__,139.9,185,1.07,3
60,2026-09-04T23:46:15.081,28744,wallpaper64.exe,141.9,186.6,0.98,3
60,2026-09-04T23:46:15.081,0,__TOTAL__,141.9,186.6,0.98,3
