tick,ts,pid,name,wsMB,privMB,cpuPct,gpuPct
20,2026-09-05T00:02:50.611,26468,wallpaper64.exe,144.4,193.3,0.2,3
20,2026-09-05T00:02:50.611,11220,PotPlayerMini64.exe,83.2,194.4,0.1,0
20,2026-09-05T00:02:50.611,0,__TOTAL__,227.6,387.7,0.3,3
21,2026-09-05T00:02:51.609,26468,wallpaper64.exe,144.4,193.3,0.2,3
21,2026-09-05T00:02:51.609,11220,PotPlayerMini64.exe,83.2,194.4,0.1,0
21,2026-09-05T00:02:51.609,0,__TOTAL__,227.6,387.7,0.3,3
22,2026-09-05T00:02:52.616,26468,wallpaper64.exe,142.6,191.2,0.1,3
22,2026-09-05T00:02:52.616,11220,PotPlayerMini64.exe,82.7,194.4,0.1,0
22,2026-09-05T00:02:52.616,0,__TOTAL__,225.3,385.6,0.2,3
23,2026-09-05T00:02:53.620,26468,wallpaper64.exe,142.6,191.4,0.29,3
23,2026-09-05T00:02:53.620,11220,PotPlayerMini64.exe,82.4,194.4,0.29,0
23,2026-09-05T00:02:53.620,0,__TOTAL__,225,385.8,0.58,3
24,2026-09-05T00:02:54.612,26468,wallpaper64.exe,144.6,193.3,0.2,3
24,2026-09-05T00:02:54.612,11220,PotPlayerMini64.exe,82.3,194.4,0.1,0
24,2026-09-05T00:02:54.612,0,__TOTAL__,226.9,387.7,0.3,3
25,2026-09-05T00:02:55.620,26468,wallpaper64.exe,144.6,193.4,0,3
25,2026-09-05T00:02:55.620,11220,PotPlayerMini64.exe,82.3,194.3,0,0
25,2026-09-05T00:02:55.620,0,__TOTAL__,226.9,387.7,0,3
26,2026-09-05T00:02:56.611,26468,wallpaper64.exe,144.6,193.4,0.1,3
26,2026-09-05T00:02:56.611,11220,PotPlayerMini64.exe,82.3,194.3,0,0
26,2026-09-05T00:02:56.611,0,__TOTAL__,226.9,387.7,0.1,3
27,2026-09-05T00:02:57.612,26468,wallpaper64.exe,142.7,191.5,0.1,3
27,2026-09-05T00:02:57.612,11220,PotPlayerMini64.exe,82,194.4,0,0
27,2026-09-05T00:02:57.612,0,__TOTAL__,224.7,385.9,0.1,3
28,2026-09-05T00:02:58.620,26468,wallpaper64.exe,142.7,191.5,0.29,3
28,2026-09-05T00:02:58.620,11220,PotPlayerMini64.exe,81.8,194.4,0.1,0
28,2026-09-05T00:02:58.620,0,__TOTAL__,224.5,385.9,0.39,3
29,2026-09-05T00:02:59.620,26468,wallpaper64.exe,143.2,192.3,1.17,3
29,2026-09-05T00:02:59.620,11220,PotPlayerMini64.exe,81.5,194.4,0.29,0
29,2026-09-05T00:02:59.620,0,__TOTAL__,224.7,386.7,1.46,3
30,2026-09-05T00:03:00.621,26468,wallpaper64.exe,143.2,192.5,0.49,3
30,2026-09-05T00:03:00.621,11220,PotPlayerMini64.exe,81.3,194.4,0.2,0
30,2026-09-05T00:03:00.621,0,__TOTAL__,224.5,386.9,0.69,3
31,2026-09-05T00:03:01.613,26468,wallpaper64.exe,143.2,192.5,0,3
31,2026-09-05T00:03:01.613,11220,PotPlayerMini64.exe,81.1,194.4,0,0
31,2026-09-05T00:03:01.613,0,__TOTAL__,224.3,386.9,0,3
32,2026-09-05T00:03:02.623,26468,wallpaper64.exe,141.5,190.1,0.1,3
32,2026-09-05T00:03:02.623,11220,PotPlayerMini64.exe,80.8,194.4,0.1,0
32,2026-09-05T00:03:02.623,0,__TOTAL__,222.3,384.5,0.2,3
33,2026-09-05T00:03:03.615,26468,wallpaper64.exe,141.5,190.1,0.3,3
33,2026-09-05T00:03:03.615,11220,PotPlayerMini64.exe,80.8,194.4,0.2,0
33,2026-09-05T00:03:03.615,0,__TOTAL__,222.3,384.5,0.5,3
34,2026-09-05T00:03:04.622,26468,wallpaper64.exe,143.9,192.5,0.39,3
34,2026-09-05T00:03:04.622,11220,PotPlayerMini64.exe,80.8,194.4,0,0
34,2026-09-05T00:03:04.622,0,__TOTAL__,224.7,386.9,0.39,3
35,2026-09-05T00:03:05.614,26468,wallpaper64.exe,143.9,192.5,0.2,3
35,2026-09-05T00:03:05.614,11220,PotPlayerMini64.exe,80.8,194.4,0,0
35,2026-09-05T00:03:05.614,0,__TOTAL__,224.7,386.9,0.2,3
36,2026-09-05T00:03:06.623,26468,wallpaper64.exe,143.9,192.5,0.68,3
36,2026-09-05T00:03:06.623,11220,PotPlayerMini64.exe,80.9,194.4,0.19,0
36,2026-09-05T00:03:06.623,0,__TOTAL__,224.8,386.9,0.87,3
37,2026-09-05T00:03:07.615,26468,wallpaper64.exe,142.1,190.9,0.79,3
37,2026-09-05T00:03:07.615,11220,PotPlayerMini64.exe,80.9,194.4,0,0
37,2026-09-05T00:03:07.615,0,__TOTAL__,223,385.3,0.79,3
38,2026-09-05T00:03:08.618,26468,wallpaper64.exe,142.1,191,0.1,3
38,2026-09-05T00:03:08.618,11220,PotPlayerMini64.exe,80.9,194.4,0,0
38,2026-09-05T00:03:08.618,0,__TOTAL__,223,385.4,0.1,3
39,2026-09-05T00:03:09.614,26468,wallpaper64.exe,144.1,193.3,0.1,3
39,2026-09-05T00:03:09.614,11220,PotPlayerMini64.exe,80.9,194.4,0.49,0
39,2026-09-05T00:03:09.614,0,__TOTAL__,225,387.7,0.59,3
40,2026-09-05T00:03:10.625,26468,wallpaper64.exe,144.1,193.3,0.58,3
40,2026-09-05T00:03:10.625,11220,PotPlayerMini64.exe,80.9,194.4,0.1,0
40,2026-09-05T00:03:10.625,0,__TOTAL__,225,387.7,0.68,3
41,2026-09-05T00:03:11.636,26468,wallpaper64.exe,144.1,193.3,0.19,3
41,2026-09-05T00:03:11.636,11220,PotPlayerMini64.exe,80.9,194.4,0.19,0
41,2026-09-05T00:03:11.636,0,__TOTAL__,225,387.7,0.38,3
42,2026-09-05T00:03:12.637,26468,wallpaper64.exe,142.3,190.9,0.1,3
42,2026-09-05T00:03:12.637,11220,PotPlayerMini64.exe,80.9,194.4,0.1,0
42,2026-09-05T00:03:12.637,0,__TOTAL__,223.2,385.3,0.2,3
43,2026-09-05T00:03:13.634,26468,wallpaper64.exe,142.3,190.9,0.29,3
43,2026-09-05T00:03:13.634,11220,PotPlayerMini64.exe,80.9,194.4,0.1,0
43,2026-09-05T00:03:13.634,0,__TOTAL__,223.2,385.3,0.39,3
44,2026-09-05T00:03:14.636,26468,wallpaper64.exe,144.4,193.3,0.2,3
44,2026-09-05T00:03:14.636,11220,PotPlayerMini64.exe,80.9,194.4,0,0
44,2026-09-05T00:03:14.636,0,__TOTAL__,225.3,387.7,0.2,3
45,2026-09-05T00:03:15.640,26468,wallpaper64.exe,144.4,193.3,0,3
45,2026-09-05T00:03:15.640,11220,PotPlayerMini64.exe,80.9,194.4,0,0
45,2026-09-05T00:03:15.640,0,__TOTAL__,225.3,387.7,0,3
46,2026-09-05T00:03:16.645,26468,wallpaper64.exe,144.4,193.3,0,3
46,2026-09-05T00:03:16.645,11220,PotPlayerMini64.exe,80.9,194.4,0,0
46,2026-09-05T00:03:16.645,0,__TOTAL__,225.3,387.7,0,3
47,2026-09-05T00:03:17.641,26468,wallpaper64.exe,144.4,193.3,0.1,3
47,2026-09-05T00:03:17.641,11220,PotPlayerMini64.exe,80.9,194.4,0.2,0
47,2026-09-05T00:03:17.641,0,__TOTAL__,225.3,387.7,0.3,3
48,2026-09-05T00:03:18.647,26468,wallpaper64.exe,142.3,191,0.1,3
48,2026-09-05T00:03:18.647,11220,PotPlayerMini64.exe,80.9,194.4,0.1,0
48,2026-09-05T00:03:18.647,0,__TOTAL__,223.2,385.4,0.2,3
49,2026-09-05T00:03:19.644,26468,wallpaper64.exe,144.5,193.3,0.29,3
49,2026-09-05T00:03:19.644,11220,PotPlayerMini64.exe,80.9,194.4,0.2,0
49,2026-09-05T00:03:19.644,0,__TOTAL__,225.4,387.7,0.49,3
50,2026-09-05T00:03:20.651,26468,wallpaper64.exe,144.5,193.3,0.1,3
50,2026-09-05T00:03:20.651,11220,PotPlayerMini64.exe,80.9,194.4,0.1,0
50,2026-09-05T00:03:20.651,0,__TOTAL__,225.4,387.7,0.2,3
51,2026-09-05T00:03:21.645,26468,wallpaper64.exe,144.5,193.3,0,3
51,2026-09-05T00:03:21.645,11220,PotPlayerMini64.exe,80.9,194.4,0.1,0
51,2026-09-05T00:03:21.645,0,__TOTAL__,225.4,387.7,0.1,3
52,2026-09-05T00:03:22.649,26468,wallpaper64.exe,142.7,191.5,0.1,3
52,2026-09-05T00:03:22.649,11220,PotPlayerMini64.exe,80.9,194.4,0.1,0
52,2026-09-05T00:03:22.649,0,__TOTAL__,223.6,385.9,0.2,3
53,2026-09-05T00:03:23.644,26468,wallpaper64.exe,142.7,191.5,0.1,3
53,2026-09-05T00:03:23.644,11220,PotPlayerMini64.exe,81.7,209.3,0.39,0
53,2026-09-05T00:03:23.644,0,__TOTAL__,224.4,400.8,0.49,3
54,2026-09-05T00:03:24.646,26468,wallpaper64.exe,143.2,192.3,0.39,3
54,2026-09-05T00:03:24.646,11220,PotPlayerMini64.exe,81.7,209.4,0.19,0
54,2026-09-05T00:03:24.646,0,__TOTAL__,224.9,401.7,0.58,3
55,2026-09-05T00:03:25.643,26468,wallpaper64.exe,143.2,192.4,0.69,3
55,2026-09-05T00:03:25.643,11220,PotPlayerMini64.exe,81.8,209.4,0.29,0
55,2026-09-05T00:03:25.643,0,__TOTAL__,225,401.8,0.98,3
56,2026-09-05T00:03:26.652,26468,wallpaper64.exe,143.2,192.4,0.39,3
56,2026-09-05T00:03:26.652,11220,PotPlayerMini64.exe,81.5,195.4,0,0
56,2026-09-05T00:03:26.652,0,__TOTAL__,224.7,387.8,0.39,3
57,2026-09-05T00:03:27.646,26468,wallpaper64.exe,141.5,190.1,0,3
57,2026-09-05T00:03:27.646,11220,PotPlayerMini64.exe,81.6,195.4,0,0
57,2026-09-05T00:03:27.646,0,__TOTAL__,223.1,385.5,0,3
58,2026-09-05T00:03:28.651,26468,wallpaper64.exe,141.5,190.1,0,1
58,2026-09-05T00:03:28.651,11220,PotPlayerMini64.exe,81.6,195.4,0,0
58,2026-09-05T00:03:28.651,0,__TOTAL__,223.1,385.5,0,1
59,2026-09-05T00:03:29.644,26468,wallpaper64.exe,143.9,192.5,0.39,3
59,2026-09-05T00:03:29.644,11220,PotPlayerMini64.exe,79.7,193.5,0.3,0
59,2026-09-05T00:03:29.644,0,__TOTAL__,223.6,386,0.69,3
60,2026-09-05T00:03:30.644,26468,wallpaper64.exe,143.9,192.5,0,3
60,2026-09-05T00:03:30.644,11220,PotPlayerMini64.exe,79.7,193.5,0,0
60,2026-09-05T00:03:30.644,0,__TOTAL__,223.6,386,0,3
