tick,ts,pid,name,wsMB,privMB,cpuPct,gpuPct
1,2026-09-04T23:55:02.817,11220,vera-media-manager.exe,38.9,8.8,0,0
1,2026-09-04T23:55:02.817,30312,msedgewebview2.exe,119.8,35.8,0,0
1,2026-09-04T23:55:02.817,30132,msedgewebview2.exe,12.8,2.9,0,0
1,2026-09-04T23:55:02.817,25844,msedgewebview2.exe,137.3,133.1,0,2
1,2026-09-04T23:55:02.817,25112,msedgewebview2.exe,39.3,11.9,0,0
1,2026-09-04T23:55:02.817,30040,msedgewebview2.exe,20.2,8.5,0,0
1,2026-09-04T23:55:02.817,2180,msedgewebview2.exe,129.7,77,0,0
1,2026-09-04T23:55:02.817,29644,msedgewebview2.exe,23.7,8.6,0,0
1,2026-09-04T23:55:02.817,0,__TOTAL__,521.7,286.6,0,2
2,2026-09-04T23:55:03.827,11220,vera-media-manager.exe,38.9,8.8,0,0
2,2026-09-04T23:55:03.827,30312,msedgewebview2.exe,119.8,35.8,0,0
2,2026-09-04T23:55:03.827,30132,msedgewebview2.exe,12.8,2.9,0,0
2,2026-09-04T23:55:03.827,25844,msedgewebview2.exe,125.2,121.1,0.97,3
2,2026-09-04T23:55:03.827,25112,msedgewebview2.exe,39.3,11.9,0,0
2,2026-09-04T23:55:03.827,30040,msedgewebview2.exe,20.2,8.5,0,0
2,2026-09-04T23:55:03.827,2180,msedgewebview2.exe,129.7,77,0.19,0
2,2026-09-04T23:55:03.827,29644,msedgewebview2.exe,23.7,8.6,0,0
2,2026-09-04T23:55:03.827,0,__TOTAL__,509.6,274.6,1.16,3
3,2026-09-04T23:55:04.847,11220,vera-media-manager.exe,38.9,8.8,0,0
3,2026-09-04T23:55:04.847,30312,msedgewebview2.exe,119.8,35.8,0,0
3,2026-09-04T23:55:04.847,30132,msedgewebview2.exe,12.8,2.9,0,0
3,2026-09-04T23:55:04.847,25844,msedgewebview2.exe,122.2,118.1,1.15,2
3,2026-09-04T23:55:04.847,25112,msedgewebview2.exe,39.3,11.9,0,0
3,2026-09-04T23:55:04.847,30040,msedgewebview2.exe,20.2,8.5,0,0
3,2026-09-04T23:55:04.847,2180,msedgewebview2.exe,129.7,77,0.1,0
3,2026-09-04T23:55:04.847,29644,msedgewebview2.exe,23.7,8.6,0,0
3,2026-09-04T23:55:04.847,0,__TOTAL__,506.6,271.6,1.25,2
4,2026-09-04T23:55:05.843,11220,vera-media-manager.exe,38.9,8.8,0,0
4,2026-09-04T23:55:05.843,30312,msedgewebview2.exe,119.8,35.8,0,0
4,2026-09-04T23:55:05.843,30132,msedgewebview2.exe,12.8,2.9,0,0
4,2026-09-04T23:55:05.843,25844,msedgewebview2.exe,122.2,118.1,0.78,3
4,2026-09-04T23:55:05.843,25112,msedgewebview2.exe,39.3,11.9,0,0
4,2026-09-04T23:55:05.843,30040,msedgewebview2.exe,20.2,8.5,0,0
4,2026-09-04T23:55:05.843,2180,msedgewebview2.exe,129.8,77.1,0.29,0
4,2026-09-04T23:55:05.843,29644,msedgewebview2.exe,23.7,8.6,0,0
4,2026-09-04T23:55:05.843,0,__TOTAL__,506.7,271.7,1.07,3
5,2026-09-04T23:55:06.863,11220,vera-media-manager.exe,38.9,8.8,0,0
