tick,ts,pid,name,wsMB,privMB,cpuPct,gpuPct
1,2026-09-04T23:14:34.778,8952,vera-media-manager.exe,73.5,17,0,0
1,2026-09-04T23:14:34.778,30160,msedgewebview2.exe,124.2,37.2,0,0
1,2026-09-04T23:14:34.778,24200,msedgewebview2.exe,12.8,2.9,0,0
1,2026-09-04T23:14:34.778,28228,msedgewebview2.exe,103.6,171.4,0,0
1,2026-09-04T23:14:34.778,26656,msedgewebview2.exe,40.4,13,0,0
1,2026-09-04T23:14:34.778,14572,msedgewebview2.exe,20,8.5,0,0
1,2026-09-04T23:14:34.778,17044,msedgewebview2.exe,118.2,64.3,0,0
1,2026-09-04T23:14:34.778,30380,msedgewebview2.exe,23.7,8.6,0,0
1,2026-09-04T23:14:34.778,0,__TOTAL__,516.4,322.9,0,0
2,2026-09-04T23:14:35.778,8952,vera-media-manager.exe,73.5,17,0,0
2,2026-09-04T23:14:35.778,30160,msedgewebview2.exe,124.2,37.2,0,0
2,2026-09-04T23:14:35.778,24200,msedgewebview2.exe,12.8,2.9,0,0
2,2026-09-04T23:14:35.778,28228,msedgewebview2.exe,103.7,171.4,0,0
2,2026-09-04T23:14:35.778,26656,msedgewebview2.exe,40.4,13,0,0
2,2026-09-04T23:14:35.778,14572,msedgewebview2.exe,20,8.5,0,0
2,2026-09-04T23:14:35.778,17044,msedgewebview2.exe,118.2,64.3,0,0
2,2026-09-04T23:14:35.778,30380,msedgewebview2.exe,23.7,8.6,0,0
2,2026-09-04T23:14:35.778,0,__TOTAL__,516.5,322.9,0,0
3,2026-09-04T23:14:36.776,8952,vera-media-manager.exe,73.5,17,0,0
3,2026-09-04T23:14:36.776,30160,msedgewebview2.exe,124.2,37.2,0,0
3,2026-09-04T23:14:36.776,24200,msedgewebview2.exe,12.8,2.9,0,0
3,2026-09-04T23:14:36.776,28228,msedgewebview2.exe,103.7,171.4,0,0
3,2026-09-04T23:14:36.776,26656,msedgewebview2.exe,40.4,13,0,0
3,2026-09-04T23:14:36.776,14572,msedgewebview2.exe,20,8.5,0,0
3,2026-09-04T23:14:36.776,17044,msedgewebview2.exe,118.2,64.3,0,0
3,2026-09-04T23:14:36.776,30380,msedgewebview2.exe,23.7,8.6,0,0
3,2026-09-04T23:14:36.776,0,__TOTAL__,516.5,322.9,0,0
4,2026-09-04T23:14:37.776,8952,vera-media-manager.exe,73.5,17,0,0
4,2026-09-04T23:14:37.776,30160,msedgewebview2.exe,124.2,37.2,0,0
4,2026-09-04T23:14:37.776,24200,msedgewebview2.exe,12.8,2.9,0,0
4,2026-09-04T23:14:37.776,28228,msedgewebview2.exe,103.7,171.4,0,0
4,2026-09-04T23:14:37.776,26656,msedgewebview2.exe,40.2,12.7,0,0
4,2026-09-04T23:14:37.776,14572,msedgewebview2.exe,20,8.5,0,0
4,2026-09-04T23:14:37.776,17044,msedgewebview2.exe,118.2,64.3,0,0
4,2026-09-04T23:14:37.776,30380,msedgewebview2.exe,23.7,8.6,0,0
4,2026-09-04T23:14:37.776,0,__TOTAL__,516.3,322.6,0,0
5,2026-09-04T23:14:38.770,8952,vera-media-manager.exe,73.5,17,0,0
5,2026-09-04T23:14:38.770,30160,msedgewebview2.exe,124.2,37.2,0,0
5,2026-09-04T23:14:38.770,24200,msedgewebview2.exe,12.8,2.9,0,0
5,2026-09-04T23:14:38.770,28228,msedgewebview2.exe,103.7,171.4,0,0
5,2026-09-04T23:14:38.770,26656,msedgewebview2.exe,40.2,12.7,0,0
5,2026-09-04T23:14:38.770,14572,msedgewebview2.exe,20,8.5,0,0
5,2026-09-04T23:14:38.770,17044,msedgewebview2.exe,118.2,64.3,0,0
5,2026-09-04T23:14:38.770,30380,msedgewebview2.exe,23.7,8.6,0,0
5,2026-09-04T23:14:38.770,0,__TOTAL__,516.3,322.6,0,0
6,2026-09-04T23:14:39.777,8952,vera-media-manager.exe,73.5,17,0,0
