tick,ts,pid,name,wsMB,privMB,cpuPct,gpuPct
17,2026-09-04T23:24:36.721,27240,msedgewebview2.exe,125.6,73.6,0.19,0
17,2026-09-04T23:24:36.721,27924,msedgewebview2.exe,23.9,8.8,0,0
17,2026-09-04T23:24:36.721,0,__TOTAL__,585.6,317.3,0.58,2
18,2026-09-04T23:24:37.716,29852,vera-media-manager.exe,98.4,29.3,0,0
18,2026-09-04T23:24:37.716,21952,msedgewebview2.exe,121.8,36,0,0
18,2026-09-04T23:24:37.716,26536,msedgewebview2.exe,12.8,2.9,0,0
18,2026-09-04T23:24:37.716,30520,msedgewebview2.exe,128.9,130.1,0.39,2
18,2026-09-04T23:24:37.716,29844,msedgewebview2.exe,38.2,12.1,0,0
18,2026-09-04T23:24:37.716,24024,msedgewebview2.exe,20,8.5,0,0
18,2026-09-04T23:24:37.716,27240,msedgewebview2.exe,125.7,73.7,0.29,0
18,2026-09-04T23:24:37.716,27924,msedgewebview2.exe,23.9,8.8,0,0
18,2026-09-04T23:24:37.716,0,__TOTAL__,569.7,301.4,0.68,2
19,2026-09-04T23:24:38.719,29852,vera-media-manager.exe,98.4,29.3,0,0
19,2026-09-04T23:24:38.719,21952,msedgewebview2.exe,121.8,36,0,0
19,2026-09-04T23:24:38.719,26536,msedgewebview2.exe,12.8,2.9,0,0
19,2026-09-04T23:24:38.719,30520,msedgewebview2.exe,128.9,130.1,0.78,2
19,2026-09-04T23:24:38.719,29844,msedgewebview2.exe,38.2,12.1,0,0
19,2026-09-04T23:24:38.719,24024,msedgewebview2.exe,20,8.5,0,0
19,2026-09-04T23:24:38.719,27240,msedgewebview2.exe,126,74,0.78,0
19,2026-09-04T23:24:38.719,27924,msedgewebview2.exe,23.9,8.8,0,0
19,2026-09-04T23:24:38.719,0,__TOTAL__,570,301.7,1.56,2
20,2026-09-04T23:24:39.734,29852,vera-media-manager.exe,98.4,29.3,0,0
20,2026-09-04T23:24:39.734,21952,msedgewebview2.exe,121.8,36,0.1,0
20,2026-09-04T23:24:39.734,26536,msedgewebview2.exe,12.8,2.9,0,0
20,2026-09-04T23:24:39.734,30520,msedgewebview2.exe,130,131.1,0.96,4
20,2026-09-04T23:24:39.734,29844,msedgewebview2.exe,38.2,12.1,0,0
20,2026-09-04T23:24:39.734,24024,msedgewebview2.exe,20,8.5,0,0
20,2026-09-04T23:24:39.734,27240,msedgewebview2.exe,125.3,73.8,0.48,0
20,2026-09-04T23:24:39.734,27924,msedgewebview2.exe,23.9,8.8,0,0
20,2026-09-04T23:24:39.734,0,__TOTAL__,570.4,302.5,1.54,4
21,2026-09-04T23:24:40.750,29852,vera-media-manager.exe,98.4,29.3,0,0
21,2026-09-04T23:24:40.750,21952,msedgewebview2.exe,121.8,36,0,0
21,2026-09-04T23:24:40.750,26536,msedgewebview2.exe,12.8,2.9,0,0
21,2026-09-04T23:24:40.750,30520,msedgewebview2.exe,130.1,131.2,1.35,2
21,2026-09-04T23:24:40.750,29844,msedgewebview2.exe,38.2,12.1,0,0
21,2026-09-04T23:24:40.750,24024,msedgewebview2.exe,20,8.5,0,0
21,2026-09-04T23:24:40.750,27240,msedgewebview2.exe,125.4,73.8,0.48,0
21,2026-09-04T23:24:40.750,27924,msedgewebview2.exe,23.9,8.8,0,0
21,2026-09-04T23:24:40.750,0,__TOTAL__,570.6,302.6,1.83,2
22,2026-09-04T23:24:41.763,29852,vera-media-manager.exe,98.4,29.3,0,0
22,2026-09-04T23:24:41.763,21952,msedgewebview2.exe,121.8,36,0,0
22,2026-09-04T23:24:41.763,26536,msedgewebview2.exe,12.8,2.9,0,0
22,2026-09-04T23:24:41.763,30520,msedgewebview2.exe,129.9,131.1,0.87,2
22,2026-09-04T23:24:41.763,29844,msedgewebview2.exe,38.2,12.1,0,0
22,2026-09-04T23:24:41.763,24024,msedgewebview2.exe,20,8.5,0,0
22,2026-09-04T23:24:41.763,27240,msedgewebview2.exe,125.3,73.8,0.67,0
22,2026-09-04T23:24:41.763,27924,msedgewebview2.exe,23.9,8.8,0,0
22,2026-09-04T23:24:41.763,0,__TOTAL__,570.3,302.5,1.54,2
23,2026-09-04T23:24:42.768,29852,vera-media-manager.exe,98.4,29.3,0,0
23,2026-09-04T23:24:42.768,21952,msedgewebview2.exe,121.8,36,0,0
23,2026-09-04T23:24:42.768,26536,msedgewebview2.exe,12.8,2.9,0,0
23,2026-09-04T23:24:42.768,30520,msedgewebview2.exe,129.9,131.1,0.58,2
23,2026-09-04T23:24:42.768,29844,msedgewebview2.exe,38.2,12.1,0,0
23,2026-09-04T23:24:42.768,24024,msedgewebview2.exe,20,8.5,0,0
23,2026-09-04T23:24:42.768,27240,msedgewebview2.exe,125.4,73.8,0.49,0
23,2026-09-04T23:24:42.768,27924,msedgewebview2.exe,23.9,8.8,0,0
23,2026-09-04T23:24:42.768,0,__TOTAL__,570.4,302.5,1.07,2
24,2026-09-04T23:24:43.758,29852,vera-media-manager.exe,98.4,29.3,0,0
24,2026-09-04T23:24:43.758,21952,msedgewebview2.exe,121.8,36,0,0
24,2026-09-04T23:24:43.758,26536,msedgewebview2.exe,12.8,2.9,0,0
24,2026-09-04T23:24:43.758,30520,msedgewebview2.exe,129.9,131.1,0.49,4
24,2026-09-04T23:24:43.758,29844,msedgewebview2.exe,38.2,12.1,0,0
24,2026-09-04T23:24:43.758,24024,msedgewebview2.exe,20,8.5,0,0
24,2026-09-04T23:24:43.758,27240,msedgewebview2.exe,125.6,74.1,0.1,0
24,2026-09-04T23:24:43.758,27924,msedgewebview2.exe,23.9,8.8,0,0
24,2026-09-04T23:24:43.758,0,__TOTAL__,570.6,302.8,0.59,4
25,2026-09-04T23:24:44.763,29852,vera-media-manager.exe,98.4,29.3,0,0
25,2026-09-04T23:24:44.763,21952,msedgewebview2.exe,121.8,36,0,0
25,2026-09-04T23:24:44.763,26536,msedgewebview2.exe,12.8,2.9,0,0
25,2026-09-04T23:24:44.763,30520,msedgewebview2.exe,130,131.1,0,2
25,2026-09-04T23:24:44.763,29844,msedgewebview2.exe,38.2,12.1,0,0
25,2026-09-04T23:24:44.763,24024,msedgewebview2.exe,20,8.5,0,0
25,2026-09-04T23:24:44.763,27240,msedgewebview2.exe,126.5,75,0,0
25,2026-09-04T23:24:44.763,27924,msedgewebview2.exe,23.9,8.8,0,0
25,2026-09-04T23:24:44.763,0,__TOTAL__,571.6,303.7,0,2
26,2026-09-04T23:24:45.764,29852,vera-media-manager.exe,98.4,29.3,0,0
26,2026-09-04T23:24:45.764,21952,msedgewebview2.exe,121.8,36,0,0
26,2026-09-04T23:24:45.764,26536,msedgewebview2.exe,12.8,2.9,0,0
26,2026-09-04T23:24:45.764,30520,msedgewebview2.exe,130,131.2,0,2
26,2026-09-04T23:24:45.764,29844,msedgewebview2.exe,38.2,12.1,0,0
26,2026-09-04T23:24:45.764,24024,msedgewebview2.exe,20,8.5,0,0
26,2026-09-04T23:24:45.764,27240,msedgewebview2.exe,126.5,74.9,0,0
26,2026-09-04T23:24:45.764,27924,msedgewebview2.exe,23.9,8.8,0,0
26,2026-09-04T23:24:45.764,0,__TOTAL__,571.6,303.7,0,2
27,2026-09-04T23:24:46.758,29852,vera-media-manager.exe,98.4,29.3,0,0
27,2026-09-04T23:24:46.758,21952,msedgewebview2.exe,121.8,36,0,0
27,2026-09-04T23:24:46.758,26536,msedgewebview2.exe,12.8,2.9,0,0
27,2026-09-04T23:24:46.758,30520,msedgewebview2.exe,130,131.2,0,4
27,2026-09-04T23:24:46.758,29844,msedgewebview2.exe,38.2,12.1,0,0
27,2026-09-04T23:24:46.758,24024,msedgewebview2.exe,20,8.5,0,0
27,2026-09-04T23:24:46.758,27240,msedgewebview2.exe,126.4,74.9,0,0
27,2026-09-04T23:24:46.758,27924,msedgewebview2.exe,23.9,8.8,0,0
27,2026-09-04T23:24:46.758,0,__TOTAL__,571.5,303.7,0,4
28,2026-09-04T23:24:47.764,29852,vera-media-manager.exe,98.4,29.3,0,0
28,2026-09-04T23:24:47.764,21952,msedgewebview2.exe,121.8,36,0,0
28,2026-09-04T23:24:47.764,26536,msedgewebview2.exe,12.8,2.9,0,0
28,2026-09-04T23:24:47.764,30520,msedgewebview2.exe,130,131.2,0,2
28,2026-09-04T23:24:47.764,29844,msedgewebview2.exe,38.2,12.1,0,0
28,2026-09-04T23:24:47.764,24024,msedgewebview2.exe,20,8.5,0,0
28,2026-09-04T23:24:47.764,27240,msedgewebview2.exe,126.4,74.9,0,0
28,2026-09-04T23:24:47.764,27924,msedgewebview2.exe,23.9,8.8,0,0
28,2026-09-04T23:24:47.764,0,__TOTAL__,571.5,303.7,0,2
29,2026-09-04T23:24:48.758,29852,vera-media-manager.exe,98.4,29.3,0,0
29,2026-09-04T23:24:48.758,21952,msedgewebview2.exe,121.8,36,0,0
29,2026-09-04T23:24:48.758,26536,msedgewebview2.exe,12.8,2.9,0,0
29,2026-09-04T23:24:48.758,30520,msedgewebview2.exe,130,131.2,0,2
29,2026-09-04T23:24:48.758,29844,msedgewebview2.exe,38.2,12.1,0,0
29,2026-09-04T23:24:48.758,24024,msedgewebview2.exe,20,8.5,0,0
29,2026-09-04T23:24:48.758,27240,msedgewebview2.exe,126.6,75.1,0,0
29,2026-09-04T23:24:48.758,27924,msedgewebview2.exe,23.9,8.8,0,0
29,2026-09-04T23:24:48.758,0,__TOTAL__,571.7,303.9,0,2
30,2026-09-04T23:24:49.766,29852,vera-media-manager.exe,98.4,29.3,0,0
30,2026-09-04T23:24:49.766,21952,msedgewebview2.exe,121.8,36,0,0
30,2026-09-04T23:24:49.766,26536,msedgewebview2.exe,12.8,2.9,0,0
30,2026-09-04T23:24:49.766,30520,msedgewebview2.exe,129.8,131,0,2
30,2026-09-04T23:24:49.766,29844,msedgewebview2.exe,38.2,12.1,0,0
30,2026-09-04T23:24:49.766,24024,msedgewebview2.exe,20,8.5,0,0
30,2026-09-04T23:24:49.766,27240,msedgewebview2.exe,126.5,75,0,0
30,2026-09-04T23:24:49.766,27924,msedgewebview2.exe,23.9,8.8,0,0
30,2026-09-04T23:24:49.766,0,__TOTAL__,571.4,303.6,0,2
31,2026-09-04T23:24:50.760,29852,vera-media-manager.exe,98.4,29.3,0,0
31,2026-09-04T23:24:50.760,21952,msedgewebview2.exe,121.8,36,0,0
31,2026-09-04T23:24:50.760,26536,msedgewebview2.exe,12.8,2.9,0,0
31,2026-09-04T23:24:50.760,30520,msedgewebview2.exe,130,131.1,0.2,2
31,2026-09-04T23:24:50.760,29844,msedgewebview2.exe,38.2,12.1,0,0
31,2026-09-04T23:24:50.760,24024,msedgewebview2.exe,20,8.5,0,0
31,2026-09-04T23:24:50.760,27240,msedgewebview2.exe,126.4,74.9,0,0
31,2026-09-04T23:24:50.760,27924,msedgewebview2.exe,23.9,8.8,0,0
31,2026-09-04T23:24:50.760,0,__TOTAL__,571.5,303.6,0.2,2
32,2026-09-04T23:24:51.763,29852,vera-media-manager.exe,98.4,29.3,0,0
32,2026-09-04T23:24:51.763,21952,msedgewebview2.exe,121.8,36,0,0
32,2026-09-04T23:24:51.763,26536,msedgewebview2.exe,12.8,2.9,0,0
32,2026-09-04T23:24:51.763,30520,msedgewebview2.exe,130,131.2,0.29,2
32,2026-09-04T23:24:51.763,29844,msedgewebview2.exe,38.2,12.1,0,0
32,2026-09-04T23:24:51.763,24024,msedgewebview2.exe,20,8.5,0,0
32,2026-09-04T23:24:51.763,27240,msedgewebview2.exe,126.4,74.9,0,0
32,2026-09-04T23:24:51.763,27924,msedgewebview2.exe,23.9,8.8,0,0
32,2026-09-04T23:24:51.763,0,__TOTAL__,571.5,303.7,0.29,2
33,2026-09-04T23:24:52.763,29852,vera-media-manager.exe,98.4,29.3,0,0
33,2026-09-04T23:24:52.763,21952,msedgewebview2.exe,121.8,36,0,0
33,2026-09-04T23:24:52.763,26536,msedgewebview2.exe,12.8,2.9,0,0
33,2026-09-04T23:24:52.763,30520,msedgewebview2.exe,130.1,131.2,0.29,3
33,2026-09-04T23:24:52.763,29844,msedgewebview2.exe,38.2,12.1,0,0
33,2026-09-04T23:24:52.763,24024,msedgewebview2.exe,20,8.5,0,0
33,2026-09-04T23:24:52.763,27240,msedgewebview2.exe,126.4,74.9,0,0
33,2026-09-04T23:24:52.763,27924,msedgewebview2.exe,23.9,8.8,0,0
33,2026-09-04T23:24:52.763,0,__TOTAL__,571.6,303.7,0.29,3
34,2026-09-04T23:24:53.766,29852,vera-media-manager.exe,98.4,29.3,0,0
34,2026-09-04T23:24:53.766,21952,msedgewebview2.exe,121.8,36,0,0
34,2026-09-04T23:24:53.766,26536,msedgewebview2.exe,12.8,2.9,0,0
34,2026-09-04T23:24:53.766,30520,msedgewebview2.exe,129.9,131,0.88,3
34,2026-09-04T23:24:53.766,29844,msedgewebview2.exe,38.2,12.1,0,0
34,2026-09-04T23:24:53.766,24024,msedgewebview2.exe,20,8.5,0,0
34,2026-09-04T23:24:53.766,27240,msedgewebview2.exe,126.3,74.8,0,0
34,2026-09-04T23:24:53.766,27924,msedgewebview2.exe,23.9,8.8,0,0
34,2026-09-04T23:24:53.766,0,__TOTAL__,571.3,303.4,0.88,3
35,2026-09-04T23:24:54.768,29852,vera-media-manager.exe,98.4,29.3,0,0
35,2026-09-04T23:24:54.768,21952,msedgewebview2.exe,121.8,36,0,0
35,2026-09-04T23:24:54.768,26536,msedgewebview2.exe,12.8,2.9,0,0
35,2026-09-04T23:24:54.768,30520,msedgewebview2.exe,129.9,131,0.49,3
35,2026-09-04T23:24:54.768,29844,msedgewebview2.exe,38.2,12.1,0,0
35,2026-09-04T23:24:54.768,24024,msedgewebview2.exe,20,8.5,0,0
35,2026-09-04T23:24:54.768,27240,msedgewebview2.exe,126.3,74.8,0,0
35,2026-09-04T23:24:54.768,27924,msedgewebview2.exe,23.9,8.8,0,0
35,2026-09-04T23:24:54.768,0,__TOTAL__,571.3,303.4,0.49,3
36,2026-09-04T23:24:55.757,29852,vera-media-manager.exe,98.4,29.3,0,0
36,2026-09-04T23:24:55.757,21952,msedgewebview2.exe,121.8,36,0,0
36,2026-09-04T23:24:55.757,26536,msedgewebview2.exe,12.8,2.9,0,0
36,2026-09-04T23:24:55.757,30520,msedgewebview2.exe,148.1,149.2,0.39,2
36,2026-09-04T23:24:55.757,29844,msedgewebview2.exe,38.2,12.1,0,0
36,2026-09-04T23:24:55.757,24024,msedgewebview2.exe,20,8.5,0,0
36,2026-09-04T23:24:55.757,27240,msedgewebview2.exe,125,73.4,0,0
36,2026-09-04T23:24:55.757,27924,msedgewebview2.exe,23.9,8.8,0,0
36,2026-09-04T23:24:55.757,0,__TOTAL__,588.2,320.2,0.39,2
37,2026-09-04T23:24:56.766,29852,vera-media-manager.exe,98.4,29.3,0,0
37,2026-09-04T23:24:56.766,21952,msedgewebview2.exe,121.8,36,0,0
37,2026-09-04T23:24:56.766,26536,msedgewebview2.exe,12.8,2.9,0,0
37,2026-09-04T23:24:56.766,30520,msedgewebview2.exe,148,149.1,0.48,2
37,2026-09-04T23:24:56.766,29844,msedgewebview2.exe,38.2,12.1,0,0
