tick,ts,pid,name,wsMB,privMB,cpuPct,gpuPct
1,2026-09-05T00:12:01.042,18380,wallpaper64.exe,41.9,11.6,0,0
1,2026-09-05T00:12:01.042,0,__TOTAL__,41.9,11.6,0,0
2,2026-09-05T00:12:02.036,18380,wallpaper64.exe,41.9,11.6,0,0
2,2026-09-05T00:12:02.036,0,__TOTAL__,41.9,11.6,0,0
3,2026-09-05T00:12:03.048,18380,wallpaper64.exe,41.9,11.6,0.1,0
3,2026-09-05T00:12:03.048,0,__TOTAL__,41.9,11.6,0.1,0
4,2026-09-05T00:12:04.057,18380,wallpaper64.exe,41.9,11.6,0.1,0
4,2026-09-05T00:12:04.057,0,__TOTAL__,41.9,11.6,0.1,0
5,2026-09-05T00:12:05.045,18380,wallpaper64.exe,41.9,11.6,0.1,0
5,2026-09-05T00:12:05.045,0,__TOTAL__,41.9,11.6,0.1,0
6,2026-09-05T00:12:06.058,18380,wallpaper64.exe,41.9,11.6,0.1,0
6,2026-09-05T00:12:06.058,0,__TOTAL__,41.9,11.6,0.1,0
7,2026-09-05T00:12:07.060,18380,wallpaper64.exe,41.9,11.6,0,0
7,2026-09-05T00:12:07.060,0,__TOTAL__,41.9,11.6,0,0
8,2026-09-05T00:12:08.075,18380,wallpaper64.exe,41.9,11.6,0,0
8,2026-09-05T00:12:08.075,0,__TOTAL__,41.9,11.6,0,0
9,2026-09-05T00:12:09.052,18380,wallpaper64.exe,41.9,11.6,0,0
9,2026-09-05T00:12:09.052,0,__TOTAL__,41.9,11.6,0,0
10,2026-09-05T00:12:10.065,18380,wallpaper64.exe,41.9,11.6,0,0
10,2026-09-05T00:12:10.065,0,__TOTAL__,41.9,11.6,0,0
11,2026-09-05T00:12:11.072,18380,wallpaper64.exe,41.9,11.6,0.1,0
11,2026-09-05T00:12:11.072,0,__TOTAL__,41.9,11.6,0.1,0
12,2026-09-05T00:12:12.064,18380,wallpaper64.exe,41.9,11.6,0.1,0
12,2026-09-05T00:12:12.064,0,__TOTAL__,41.9,11.6,0.1,0
13,2026-09-05T00:12:13.075,18380,wallpaper64.exe,41.9,11.6,0.1,0
13,2026-09-05T00:12:13.075,0,__TOTAL__,41.9,11.6,0.1,0
14,2026-09-05T00:12:14.060,18380,wallpaper64.exe,41.9,11.6,0,0
14,2026-09-05T00:12:14.060,0,__TOTAL__,41.9,11.6,0,0
15,2026-09-05T00:12:15.068,18380,wallpaper64.exe,41.9,11.6,0,0
15,2026-09-05T00:12:15.068,0,__TOTAL__,41.9,11.6,0,0
16,2026-09-05T00:12:16.062,18380,wallpaper64.exe,41.9,11.6,0.1,0
16,2026-09-05T00:12:16.062,0,__TOTAL__,41.9,11.6,0.1,0
17,2026-09-05T00:12:17.068,18380,wallpaper64.exe,41.9,11.6,0.1,0
17,2026-09-05T00:12:17.068,0,__TOTAL__,41.9,11.6,0.1,0
18,2026-09-05T00:12:18.066,18380,wallpaper64.exe,41.9,11.6,0.1,0
18,2026-09-05T00:12:18.066,0,__TOTAL__,41.9,11.6,0.1,0
19,2026-09-05T00:12:19.068,18380,wallpaper64.exe,41.9,11.6,0,0
19,2026-09-05T00:12:19.068,0,__TOTAL__,41.9,11.6,0,0
20,2026-09-05T00:12:20.071,18380,wallpaper64.exe,41.9,11.6,0,0
20,2026-09-05T00:12:20.071,0,__TOTAL__,41.9,11.6,0,0
21,2026-09-05T00:12:21.068,18380,wallpaper64.exe,41.9,11.6,0.1,0
21,2026-09-05T00:12:21.068,0,__TOTAL__,41.9,11.6,0.1,0
22,2026-09-05T00:12:22.068,18380,wallpaper64.exe,41.9,11.6,0,0
22,2026-09-05T00:12:22.068,0,__TOTAL__,41.9,11.6,0,0
23,2026-09-05T00:12:23.071,18380,wallpaper64.exe,41.9,11.6,0,0
23,2026-09-05T00:12:23.071,0,__TOTAL__,41.9,11.6,0,0
24,2026-09-05T00:12:24.069,18380,wallpaper64.exe,41.9,11.6,0,0
24,2026-09-05T00:12:24.069,0,__TOTAL__,41.9,11.6,0,0
25,2026-09-05T00:12:25.070,18380,wallpaper64.exe,41.9,11.6,0,0
25,2026-09-05T00:12:25.070,0,__TOTAL__,41.9,11.6,0,0
26,2026-09-05T00:12:26.070,18380,wallpaper64.exe,41.9,11.6,0,0
26,2026-09-05T00:12:26.070,0,__TOTAL__,41.9,11.6,0,0
27,2026-09-05T00:12:27.063,18380,wallpaper64.exe,41.9,11.8,0,0
27,2026-09-05T00:12:27.063,0,__TOTAL__,41.9,11.8,0,0
28,2026-09-05T00:12:28.091,18380,wallpaper64.exe,41.9,11.9,0,0
28,2026-09-05T00:12:28.091,0,__TOTAL__,41.9,11.9,0,0
29,2026-09-05T00:12:29.084,18380,wallpaper64.exe,41.9,11.9,0.1,0
29,2026-09-05T00:12:29.084,0,__TOTAL__,41.9,11.9,0.1,0
30,2026-09-05T00:12:30.080,18380,wallpaper64.exe,41.9,11.9,0,0
30,2026-09-05T00:12:30.080,0,__TOTAL__,41.9,11.9,0,0
31,2026-09-05T00:12:31.081,18380,wallpaper64.exe,41.9,11.9,0.29,0
31,2026-09-05T00:12:31.081,0,__TOTAL__,41.9,11.9,0.29,0
32,2026-09-05T00:12:32.086,18380,wallpaper64.exe,41.9,11.9,0,0
32,2026-09-05T00:12:32.086,0,__TOTAL__,41.9,11.9,0,0
33,2026-09-05T00:12:33.092,18380,wallpaper64.exe,41.9,11.9,0.1,0
33,2026-09-05T00:12:33.092,0,__TOTAL__,41.9,11.9,0.1,0
34,2026-09-05T00:12:34.084,18380,wallpaper64.exe,41.9,11.9,0.1,0
34,2026-09-05T00:12:34.084,0,__TOTAL__,41.9,11.9,0.1,0
35,2026-09-05T00:12:35.088,18380,wallpaper64.exe,41.9,11.9,0,0
35,2026-09-05T00:12:35.088,0,__TOTAL__,41.9,11.9,0,0
36,2026-09-05T00:12:36.078,18380,wallpaper64.exe,41.9,11.9,0,0
36,2026-09-05T00:12:36.078,0,__TOTAL__,41.9,11.9,0,0
37,2026-09-05T00:12:37.097,18380,wallpaper64.exe,41.9,11.9,0,0
37,2026-09-05T00:12:37.097,0,__TOTAL__,41.9,11.9,0,0
38,2026-09-05T00:12:38.098,18380,wallpaper64.exe,41.9,11.9,0,0
38,2026-09-05T00:12:38.098,0,__TOTAL__,41.9,11.9,0,0
39,2026-09-05T00:12:39.101,18380,wallpaper64.exe,41.9,11.9,0,0
39,2026-09-05T00:12:39.101,0,__TOTAL__,41.9,11.9,0,0
40,2026-09-05T00:12:40.094,18380,wallpaper64.exe,41.9,11.9,0,0
40,2026-09-05T00:12:40.094,0,__TOTAL__,41.9,11.9,0,0
41,2026-09-05T00:12:41.114,18380,wallpaper64.exe,41.9,11.9,0,0
41,2026-09-05T00:12:41.114,0,__TOTAL__,41.9,11.9,0,0
42,2026-09-05T00:12:42.106,18380,wallpaper64.exe,41.9,11.9,0,0
42,2026-09-05T00:12:42.106,0,__TOTAL__,41.9,11.9,0,0
43,2026-09-05T00:12:43.111,18380,wallpaper64.exe,41.9,11.8,0,0
43,2026-09-05T00:12:43.111,0,__TOTAL__,41.9,11.8,0,0
44,2026-09-05T00:12:44.110,18380,wallpaper64.exe,41.9,11.8,0,0
44,2026-09-05T00:12:44.110,0,__TOTAL__,41.9,11.8,0,0
45,2026-09-05T00:12:45.125,18380,wallpaper64.exe,41.9,11.8,0.1,0
45,2026-09-05T00:12:45.125,0,__TOTAL__,41.9,11.8,0.1,0
46,2026-09-05T00:12:46.127,18380,wallpaper64.exe,41.9,11.8,0,0
46,2026-09-05T00:12:46.127,0,__TOTAL__,41.9,11.8,0,0
47,2026-09-05T00:12:47.126,18380,wallpaper64.exe,41.9,11.8,0,0
47,2026-09-05T00:12:47.126,0,__TOTAL__,41.9,11.8,0,0
48,2026-09-05T00:12:48.124,18380,wallpaper64.exe,41.9,11.8,0,0
48,2026-09-05T00:12:48.124,0,__TOTAL__,41.9,11.8,0,0
49,2026-09-05T00:12:49.128,18380,wallpaper64.exe,41.9,11.9,0,0
49,2026-09-05T00:12:49.128,0,__TOTAL__,41.9,11.9,0,0
50,2026-09-05T00:12:50.131,18380,wallpaper64.exe,41.9,11.9,0.1,0
50,2026-09-05T00:12:50.131,0,__TOTAL__,41.9,11.9,0.1,0
51,2026-09-05T00:12:51.133,18380,wallpaper64.exe,41.9,11.9,0,0
51,2026-09-05T00:12:51.133,0,__TOTAL__,41.9,11.9,0,0
52,2026-09-05T00:12:52.127,18380,wallpaper64.exe,41.9,11.9,0,0
52,2026-09-05T00:12:52.127,0,__TOTAL__,41.9,11.9,0,0
53,2026-09-05T00:12:53.129,18380,wallpaper64.exe,41.9,11.9,0,0
53,2026-09-05T00:12:53.129,0,__TOTAL__,41.9,11.9,0,0
54,2026-09-05T00:12:54.130,18380,wallpaper64.exe,41.9,11.9,0.2,0
54,2026-09-05T00:12:54.130,0,__TOTAL__,41.9,11.9,0.2,0
55,2026-09-05T00:12:55.128,18380,wallpaper64.exe,41.9,11.9,0.1,0
55,2026-09-05T00:12:55.128,0,__TOTAL__,41.9,11.9,0.1,0
56,2026-09-05T00:12:56.130,18380,wallpaper64.exe,41.9,11.9,0,0
56,2026-09-05T00:12:56.130,0,__TOTAL__,41.9,11.9,0,0
57,2026-09-05T00:12:57.124,18380,wallpaper64.exe,41.9,11.9,0,0
57,2026-09-05T00:12:57.124,0,__TOTAL__,41.9,11.9,0,0
58,2026-09-05T00:12:58.145,18380,wallpaper64.exe,41.9,11.9,0.19,0
58,2026-09-05T00:12:58.145,0,__TOTAL__,41.9,11.9,0.19,0
59,2026-09-05T00:12:59.149,18380,wallpaper64.exe,41.9,11.9,0.1,0
59,2026-09-05T00:12:59.149,0,__TOTAL__,41.9,11.9,0.1,0
60,2026-09-05T00:13:00.149,18380,wallpaper64.exe,41.9,11.9,0,0
60,2026-09-05T00:13:00.149,0,__TOTAL__,41.9,11.9,0,0
